epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,25.5046,0,330.275,0,0,0,0,0,0,137.22,0,4.287e-05,4.287e-05,4.287e-05
2,51.3046,0,258.144,0,0,0,0,0,0,116.949,0,9.90397e-05,9.90397e-05,9.90397e-05
3,77.6663,0,201.443,0,0,0,0,0,0,109.619,0,0.000154078,0.000154078,0.000154078
4,102.049,0,148.296,0,0,0,0,0,0,102.108,0,0.000207984,0.000207984,0.000207984
